Basic,Disagreement,3,4,67.96,64.09
Basic,Correlation,2,4,72.63,70.00
Basic,Q_Test,2,4,72.63,70.00
Basic,Double_Fault,2,4,67.27,67.27
Basic,Coincident_Failure,4,4,69.44,69.55
Basic,entropy,1,4,66.25,67.27
Basic,Interrater_k,1,4,72.63,70.00
Basic,Kohavi_Wolpert,0,4,67.96,64.09
Basic,Generalized,1,4,71.27,68.18
PerformanceWeighting,Disagreement,3,4,69.44,68.18
PerformanceWeighting,Correlation,2,4,72.63,70.00
PerformanceWeighting,Q_Test,2,4,72.63,70.00
PerformanceWeighting,Double_Fault,2,4,67.39,71.36
PerformanceWeighting,Coincident_Failure,4,4,70.81,69.55
PerformanceWeighting,entropy,1,4,67.39,72.27
PerformanceWeighting,Interrater_k,1,4,72.63,70.00
PerformanceWeighting,Kohavi_Wolpert,0,4,69.44,68.18
PerformanceWeighting,Generalized,1,4,72.06,70.00
