0.0	70.00	100.00
0.1	70.00	100.00
0.2	70.32	99.55
0.3	73.89	92.27
0.4	79.04	75.91
0.5	85.71	63.64
0.6	89.91	49.55
0.7	96.08	23.18
0.8	85.71	6.36

