0.0	73.18	100.00
0.1	73.18	100.00
0.2	73.52	99.55
0.3	74.88	92.27
0.4	80.72	75.45
0.5	84.78	62.73
0.6	90.10	45.91
0.7	95.83	21.82
0.8	85.71	6.36

