Basic,Disagreement,3,7,72.52,72.73
Basic,Correlation,2,7,73.66,70.91
Basic,Q_Test,2,7,73.66,70.91
Basic,Double_Fault,2,7,72.52,69.09
Basic,Coincident_Failure,4,7,71.84,71.36
Basic,entropy,1,7,72.52,72.73
Basic,Interrater_k,1,7,73.66,70.91
Basic,Kohavi_Wolpert,0,7,72.52,72.73
Basic,Generalized,1,7,72.52,72.73
PerformanceWeighting,Disagreement,3,7,72.98,71.36
PerformanceWeighting,Correlation,2,7,73.66,70.45
PerformanceWeighting,Q_Test,2,7,73.66,70.45
PerformanceWeighting,Double_Fault,2,7,72.52,68.64
PerformanceWeighting,Coincident_Failure,4,7,72.41,70.91
PerformanceWeighting,entropy,1,7,72.98,71.36
PerformanceWeighting,Interrater_k,1,7,73.66,70.45
PerformanceWeighting,Kohavi_Wolpert,0,7,72.98,71.36
PerformanceWeighting,Generalized,1,7,72.98,71.36
