0.0	71.36	100.00
0.1	71.36	100.00
0.2	71.69	99.55
0.3	73.21	95.00
0.4	79.89	79.09
0.5	85.00	63.64
0.6	90.18	50.91
0.7	94.81	35.00
0.8	94.44	16.36

