9,9,9,9,9,9,9,9
9,18,9,9,9,9,9,9
18,9,32,9,9,9,9,9
9,9,9,9,9,9,9,9
32,32,32,9,32,9,32,32
9,9,9,9,9,9,9,9
6,6,6,6,6,6,6,6
9,9,9,9,9,9,9,9
20,9,9,9,9,9,9,9
27,27,9,9,9,14,9,9
9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9
1,9,9,9,9,9,9,9
2,2,9,9,20,2,2,2
9,9,32,9,9,9,9,9
17,17,32,9,9,9,9,9
6,2,9,9,9,9,9,9
27,14,14,9,14,14,27,27
17,17,17,17,17,17,17,17
9,9,9,9,9,9,9,9
18,6,9,6,6,9,6,6
9,9,9,9,9,9,9,9
17,2,9,9,9,9,9,9
9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9
18,20,9,9,9,9,9,9
18,9,32,18,9,1,9,1
6,6,32,14,6,14,14,14
18,17,9,9,9,9,6,6
9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9
20,20,9,20,9,20,9,9
27,27,9,9,27,27,27,27
31,31,18,18,18,18,18,18
9,9,9,9,9,9,9,9
9,9,18,9,9,9,9,9
1,32,9,9,9,9,9,9
9,9,9,9,9,9,9,9
6,27,9,9,9,9,9,9
9,9,9,9,9,9,9,9
27,9,9,9,9,9,9,9
14,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9
18,18,9,9,9,9,9,9
20,9,9,9,9,9,9,9
17,17,14,9,9,14,14,14
6,14,32,6,32,14,32,32
9,17,9,9,9,9,9,9
32,9,9,9,9,9,2,9
9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9
32,32,9,9,9,9,9,9
20,20,9,9,32,9,9,9
18,20,9,20,9,9,9,9
9,9,9,9,9,9,9,9
32,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9
6,27,27,9,1,6,6,6
9,9,9,9,9,9,9,9
6,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9
6,6,9,9,9,9,9,9
18,18,32,9,18,1,18,18
18,18,18,9,9,9,9,9
18,18,9,9,9,9,9,9
9,9,9,6,9,9,9,9
9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9
17,1,14,17,9,9,14,9
9,9,9,9,9,9,9,9
9,2,14,14,9,14,14,9
9,9,9,9,9,9,9,9
18,6,9,14,14,14,14,14
14,14,14,14,14,14,14,14
14,14,32,14,14,14,14,14
14,14,32,14,14,14,14,14
20,14,32,14,32,32,32,32
14,14,14,17,14,14,14,14
18,32,18,32,32,27,32,18
14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14
17,14,14,27,1,27,14,14
14,17,14,14,14,14,14,14
14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14
18,18,18,18,18,18,18,18
14,14,14,14,14,14,14,14
18,2,9,32,32,32,32,9
14,14,14,14,14,14,14,14
14,14,32,14,14,14,14,14
14,14,9,14,14,14,14,14
18,18,18,9,18,18,18,18
14,14,14,14,1,14,14,14
18,18,14,14,14,31,14,14
14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14
9,9,14,14,14,17,17,17
32,14,14,14,14,14,14,9
14,14,32,14,14,14,14,14
14,14,14,14,14,14,14,14
1,14,14,17,14,14,14,14
14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14
17,17,9,17,17,17,17,17
14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14
14,31,14,31,14,14,14,14
18,18,9,32,18,18,18,18
20,20,32,14,14,14,14,14
14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14
14,14,32,14,14,14,14,14
14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14
14,14,9,27,14,27,27,27
14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14
17,14,14,14,9,17,9,14
17,14,14,14,14,14,14,14
31,31,32,20,14,31,14,14
14,14,14,14,14,14,14,14
20,31,32,32,20,20,31,20
14,14,14,14,14,14,14,14
14,6,14,6,14,6,6,6
14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14
14,32,9,31,1,14,14,14
14,14,14,14,14,14,14,14
14,14,9,14,14,14,14,14
14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14
31,14,14,14,31,31,31,31
14,14,14,14,14,14,14,14
1,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14
18,17,14,31,31,31,31,17
14,14,14,14,14,20,17,17
14,14,14,14,14,14,14,14
32,32,32,14,14,14,14,14
14,18,9,14,6,9,6,14
14,14,32,32,14,31,14,32
18,18,32,14,14,14,14,14
17,17,20,20,17,17,20,20
17,17,14,17,17,17,17,17
17,17,9,9,17,17,17,17
17,17,9,9,17,17,17,17
31,31,14,17,14,31,17,31
17,17,14,17,17,17,17,17
14,17,14,17,17,17,17,17
17,17,14,17,17,17,17,17
9,17,32,17,9,20,27,20
17,17,9,17,14,17,14,17
17,17,14,17,17,17,17,17
17,17,9,17,17,17,17,17
17,17,20,17,17,17,17,17
17,17,17,17,17,17,17,17
17,17,31,31,17,17,17,17
14,17,9,17,17,17,17,17
14,17,9,17,17,17,17,17
17,17,14,17,17,17,17,17
17,17,14,17,17,17,17,17
17,17,14,17,17,17,17,17
27,27,14,14,31,31,31,27
1,1,31,31,1,17,2,17
17,17,14,17,17,17,17,17
31,17,31,17,17,17,17,17
17,17,9,17,1,17,17,17
17,17,14,17,17,17,17,17
17,18,9,17,17,17,17,17
17,17,17,17,17,17,17,17
17,17,17,17,17,17,17,17
17,17,32,17,17,17,17,17
17,17,14,17,31,17,17,17
17,17,31,31,17,31,17,17
6,27,9,17,9,9,9,9
17,17,14,17,17,17,17,17
17,17,14,17,17,17,17,17
17,17,14,17,17,17,17,17
17,17,14,17,17,17,17,17
17,14,14,17,17,20,17,17
31,31,31,31,31,31,31,31
1,17,14,14,17,17,17,1
20,17,17,17,17,20,20,20
17,17,14,17,17,17,17,17
17,17,17,17,17,17,17,17
20,14,14,14,14,1,32,1
18,17,9,17,17,17,17,17
9,6,9,17,9,9,9,6
17,17,17,17,17,17,17,17
17,17,20,17,17,17,17,17
17,17,17,17,17,17,17,17
17,17,14,14,17,17,17,17
17,17,20,17,17,20,20,17
31,31,31,31,17,17,17,17
17,17,14,17,17,17,17,17
17,17,17,17,17,17,17,17
18,27,32,14,20,17,17,17
2,2,31,17,2,17,2,17
17,17,14,17,17,17,17,17
1,17,14,17,17,17,17,17
17,17,14,14,17,17,17,17
31,31,31,31,31,31,31,1
17,17,14,17,17,17,17,17
17,17,14,17,17,17,17,17
17,17,14,17,17,17,17,17
17,17,17,17,17,17,17,17
17,17,14,17,17,20,17,17
17,17,14,17,17,17,17,17
17,17,14,17,17,17,17,17
17,17,14,14,17,17,17,17
17,17,14,17,17,14,17,17
9,17,32,17,17,17,17,17
17,17,17,17,17,17,17,17
27,6,9,9,17,9,17,17
14,32,32,32,14,20,14,14
17,17,9,17,17,17,17,17
17,17,14,17,17,17,17,17
17,9,17,17,17,17,17,17
17,17,9,17,17,17,17,17
27,17,14,14,9,9,17,17
14,14,32,14,17,17,17,17
17,17,14,17,17,17,17,17
20,18,18,18,1,1,1,1
18,18,18,18,18,18,18,18
32,32,18,18,18,18,18,18
2,2,18,2,2,2,2,2
1,18,18,18,1,18,1,18
32,1,32,32,32,32,32,32
18,18,32,18,32,18,18,18
18,18,18,32,32,32,32,32
32,32,18,32,32,32,32,32
18,20,1,1,32,32,32,32
27,20,18,20,20,20,20,20
27,27,27,27,27,27,27,27
18,18,14,14,18,18,18,14
2,18,18,18,2,18,18,2
18,18,1,1,1,27,1,18
20,20,1,2,1,2,1,20
18,18,9,32,18,14,18,1
18,18,18,32,18,18,18,18
20,20,18,20,20,20,20,20
2,1,18,18,18,18,18,18
18,18,18,18,18,18,18,18
18,18,14,14,17,17,17,14
18,18,32,32,32,32,18,32
2,2,18,18,2,2,2,18
18,18,18,18,18,18,18,18
18,18,18,32,32,18,32,18
32,18,18,18,1,1,1,1
27,18,18,32,32,18,18,18
20,20,18,18,18,18,18,18
1,18,18,18,18,18,18,18
18,18,18,18,32,20,20,18
18,18,32,18,18,20,18,20
18,18,18,18,18,18,18,18
18,17,14,20,18,20,17,17
18,27,18,18,27,18,27,18
18,18,18,18,18,18,32,18
32,14,18,18,18,18,18,18
2,2,18,18,1,18,1,18
18,18,9,20,18,18,18,20
18,18,1,1,32,32,32,32
18,18,18,18,18,18,18,18
18,18,32,18,32,18,32,32
1,18,18,32,18,32,18,32
32,18,32,18,18,18,18,18
6,20,32,6,27,20,27,27
18,18,18,18,18,18,18,18
18,32,32,18,18,18,18,18
27,27,9,18,27,27,27,27
20,20,32,20,18,18,18,18
18,18,18,18,18,18,18,18
18,18,32,18,18,32,18,18
18,18,32,32,32,18,18,18
18,32,32,32,20,20,20,32
2,18,32,18,18,18,18,18
18,18,18,18,32,20,18,18
18,18,18,18,18,20,18,20
32,32,18,18,32,18,9,18
18,18,18,32,18,18,18,18
32,18,18,18,32,27,20,18
32,32,32,32,32,32,32,32
32,18,1,1,18,18,18,18
27,27,14,27,18,18,18,27
32,32,32,32,32,20,32,20
18,18,32,32,32,32,32,18
20,20,32,32,20,32,20,20
27,27,18,27,27,27,27,27
32,2,18,1,1,18,1,18
31,20,1,1,31,31,31,31
18,18,18,18,18,18,18,18
1,2,9,1,1,20,20,20
32,27,32,27,27,27,27,27
18,32,32,18,32,18,18,18
18,18,32,32,32,32,20,18
1,1,14,1,17,31,1,17
32,32,32,32,32,18,32,32
18,18,9,32,20,31,31,31
9,18,18,18,9,18,9,18
18,18,18,18,18,18,18,18
18,18,32,32,20,20,20,18
18,18,18,18,18,18,18,18
20,20,18,20,20,20,20,20
27,20,1,20,27,20,27,20
20,20,1,20,20,20,20,20
20,17,32,20,18,20,18,18
32,20,9,20,20,9,1,20
27,27,27,27,27,27,27,27
31,20,20,20,31,20,17,20
14,14,14,31,18,31,31,31
20,20,9,20,20,20,20,20
18,20,32,32,32,32,32,32
31,17,31,31,17,17,17,17
32,32,32,32,20,20,20,32
20,20,9,9,1,20,1,20
27,27,27,1,18,27,27,27
20,20,32,20,20,20,20,32
9,20,9,20,9,20,9,9
20,20,20,20,20,20,20,20
27,18,14,1,17,27,27,17
20,20,18,20,20,20,20,20
27,27,32,32,20,20,20,20
27,18,32,18,18,18,18,18
20,20,14,14,14,14,20,31
20,1,32,32,32,32,32,20
32,20,32,18,20,18,20,32
27,27,32,27,27,27,27,27
27,27,32,20,20,20,20,18
27,32,32,32,32,32,32,32
20,2,9,2,20,20,20,20
17,17,14,17,17,17,17,17
20,20,20,20,20,20,20,20
20,20,20,20,20,20,20,20
18,20,32,20,20,20,20,20
20,32,32,20,20,20,20,20
20,20,20,20,20,20,20,20
20,20,1,1,20,20,20,20
14,27,32,32,14,20,27,20
31,31,14,31,31,31,31,31
32,20,32,20,18,18,18,18
18,18,18,18,18,18,18,18
20,2,1,2,20,1,20,1
20,20,32,18,20,20,20,20
18,32,32,32,32,32,32,32
20,20,9,20,20,20,20,20
9,20,9,20,20,20,20,20
20,20,20,20,20,20,20,20
20,18,9,20,9,18,20,20
27,27,14,27,20,20,20,20
20,20,20,20,20,20,20,20
14,20,1,20,20,20,20,20
20,20,20,20,20,20,20,20
17,17,1,20,20,20,20,2
18,6,32,32,20,20,20,20
20,27,9,20,20,20,20,20
20,20,20,20,9,20,20,20
27,27,32,20,27,20,20,20
18,18,32,18,32,18,32,18
20,20,9,20,20,20,20,20
18,18,9,20,20,20,20,20
20,20,9,20,20,20,20,20
32,32,18,32,32,32,32,20
27,27,9,32,20,20,20,20
20,20,20,20,20,20,20,20
32,18,32,18,1,18,1,18
27,27,14,27,20,20,20,20
20,14,32,32,32,20,32,20
2,20,9,2,2,2,2,2
17,17,9,20,17,20,9,20
27,20,32,32,20,18,18,20
31,31,18,31,31,31,31,31
20,18,18,32,32,31,31,32
32,32,18,20,20,20,20,20
20,2,1,2,20,1,20,20
20,20,20,20,20,20,20,20
32,32,18,32,18,20,18,18
2,2,32,2,2,2,2,2
32,9,32,32,18,18,18,18
1,1,1,1,1,1,1,1
32,32,32,20,32,32,32,1
20,20,32,32,20,20,20,20
18,20,32,18,32,18,18,32
27,27,27,27,27,27,27,27
9,9,32,27,9,27,27,27
27,27,9,27,27,27,27,27
20,20,32,18,20,20,20,9
20,27,1,27,27,27,27,27
27,27,32,27,27,27,27,27
32,32,9,27,32,32,32,32
27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27
27,27,1,27,27,27,27,27
27,27,9,27,27,27,27,27
20,27,18,20,27,27,27,27
32,32,32,27,32,27,27,32
27,27,32,27,27,27,27,27
2,2,18,18,2,18,18,2
18,18,18,18,27,18,27,18
27,27,32,27,27,27,27,27
27,27,32,27,27,27,27,27
27,27,9,27,27,27,27,27
27,27,32,27,32,27,27,27
27,27,1,27,27,27,27,27
20,20,1,20,20,1,20,20
27,27,27,27,27,27,27,27
27,27,14,27,27,27,31,31
27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27
27,27,14,27,27,27,27,27
27,27,32,32,32,32,32,32
27,27,27,27,27,27,27,27
27,18,32,27,27,27,27,27
27,27,27,27,27,27,27,27
27,27,32,27,27,27,27,27
27,27,27,27,27,27,27,27
27,27,14,27,27,27,27,27
32,27,1,1,32,1,1,1
27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27
27,27,14,27,27,27,27,27
18,27,1,27,27,27,27,27
32,18,18,18,18,32,18,32
27,27,27,27,27,27,27,27
27,27,32,27,27,27,27,27
17,27,14,27,31,31,31,17
14,27,32,27,1,1,1,1
20,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27
27,27,32,27,27,27,27,27
27,27,14,27,27,27,27,27
27,27,32,27,27,27,27,27
32,20,18,32,18,18,18,18
6,27,32,27,27,27,27,27
27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27
27,27,14,27,27,27,27,27
27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27
27,27,14,27,27,27,27,27
20,27,1,27,27,27,20,27
18,32,32,32,20,32,32,32
27,27,27,27,27,27,27,27
27,27,9,27,27,27,27,27
27,27,14,27,27,27,27,27
27,27,9,27,31,27,27,27
27,27,27,27,9,27,27,27
27,27,9,14,20,27,27,32
27,27,27,27,27,27,27,27
27,27,32,27,31,27,31,27
27,27,27,27,27,27,27,27
27,27,32,27,27,27,27,27
27,27,32,27,27,27,27,27
27,27,1,1,1,27,1,27
27,27,27,27,27,27,27,27
27,27,9,27,27,27,27,27
27,27,27,27,27,27,27,27
27,27,9,27,27,27,27,27
27,27,27,27,27,27,27,27
2,27,9,27,27,27,27,27
27,27,27,27,27,27,27,27
20,20,18,20,27,27,27,27
14,14,9,14,14,14,14,31
31,31,31,31,31,31,31,31
31,31,31,31,31,31,31,31
20,20,14,31,31,31,31,31
31,31,31,31,31,31,31,31
27,27,14,31,31,31,31,31
31,31,14,31,31,27,31,27
31,31,31,31,31,2,31,31
20,20,14,31,31,31,31,31
31,31,31,31,31,31,31,31
31,31,31,31,31,31,31,31
31,31,14,31,31,31,31,31
2,31,9,31,27,32,27,2
31,31,9,32,31,31,31,31
18,31,32,32,31,31,31,31
27,27,32,32,20,32,27,32
31,31,32,31,31,31,31,31
31,31,31,31,31,31,31,31
31,31,31,31,31,31,31,31
27,27,32,27,27,27,27,27
31,31,31,31,31,31,31,31
14,20,14,20,20,1,20,20
32,32,32,27,27,27,27,32
31,31,31,31,31,31,31,31
2,2,31,31,31,31,31,31
31,31,32,31,31,31,31,31
31,31,31,31,31,31,31,31
31,31,31,31,31,31,31,31
31,31,31,31,31,31,31,31
31,31,31,31,31,31,31,31
31,31,31,31,31,31,31,31
17,17,31,31,31,31,31,31
31,31,9,14,32,32,32,32
20,20,14,20,20,20,20,20
31,31,31,31,31,31,31,31
6,31,32,31,32,31,31,6
31,31,31,31,31,31,31,31
27,27,27,14,27,27,27,27
18,18,32,18,27,18,27,18
31,31,31,31,31,31,31,31
31,31,32,14,20,14,20,14
31,31,31,31,31,31,31,31
31,31,31,31,31,31,31,31
31,31,31,31,31,31,31,31
27,20,32,6,6,6,6,14
17,17,14,31,31,17,14,31
1,1,14,17,1,1,1,1
31,31,31,31,31,31,31,31
32,31,32,32,32,20,20,20
31,31,31,31,31,31,31,31
17,31,14,31,31,31,31,31
18,18,31,31,31,31,31,31
31,31,31,31,31,31,31,31
31,27,14,31,6,6,27,27
31,31,31,31,31,31,31,31
31,31,31,31,31,20,17,20
14,14,14,14,14,14,14,14
31,31,31,31,31,31,31,31
31,31,31,31,31,31,31,31
27,27,18,18,27,27,18,18
31,31,32,18,1,20,31,20
31,31,31,31,31,31,31,31
31,31,31,31,31,31,31,31
27,27,32,27,27,27,27,27
31,31,9,31,31,31,31,31
18,18,1,18,18,18,18,18
31,31,14,31,31,31,31,31
31,31,31,31,31,31,31,31
31,31,31,31,31,31,31,31
31,31,31,31,31,31,31,31
31,31,31,31,31,31,31,31
27,27,14,31,31,31,31,31
31,14,14,31,31,31,31,31
31,31,31,31,31,31,31,31
31,31,31,31,31,31,31,31
31,31,31,31,31,31,31,31
27,27,14,31,31,27,17,27
32,32,32,32,32,32,18,32
1,32,1,1,1,1,1,1
32,32,32,32,32,32,32,32
1,1,1,1,1,1,20,1
32,32,32,32,32,32,32,32
18,18,32,32,32,18,20,32
32,32,32,32,32,32,32,32
18,32,14,18,1,18,1,14
18,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32
14,32,14,14,20,31,31,31
32,1,32,32,32,32,32,1
27,27,32,32,32,32,32,32
32,32,32,32,20,2,32,20
1,32,32,1,32,1,1,1
31,31,32,32,32,32,32,32
1,1,32,32,1,32,32,32
32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32
32,32,18,18,18,18,18,18
18,32,32,32,32,18,18,32
18,1,32,1,31,31,31,1
20,18,18,18,32,32,32,32
20,20,18,18,18,32,18,18
18,31,32,14,32,14,32,14
32,32,32,32,32,32,32,32
14,31,14,31,14,14,14,14
32,32,32,18,18,18,18,18
32,32,18,32,32,32,32,32
32,32,14,18,32,32,32,32
32,17,14,14,20,32,32,32
32,32,32,20,32,18,32,32
20,20,18,32,32,32,32,20
20,32,32,1,1,1,1,1
27,17,18,18,32,18,17,1
18,18,32,32,32,32,32,32
32,32,32,32,32,32,32,32
18,18,32,32,18,18,18,18
32,32,14,14,32,14,32,14
31,31,9,27,27,27,27,27
20,20,32,1,1,1,1,1
2,1,32,1,32,32,1,32
1,32,32,32,32,32,32,32
32,32,14,14,32,20,20,1
18,18,32,32,32,32,32,32
20,17,32,14,20,14,20,14
18,18,18,18,32,18,18,18
27,18,32,32,32,32,18,18
14,32,1,1,32,32,32,32
1,32,32,32,1,32,1,32
18,18,32,32,32,20,32,32
18,18,32,32,32,32,18,2
18,18,18,18,18,18,18,18
27,32,1,1,32,20,1,20
14,31,14,31,31,31,31,14
32,32,18,32,32,1,32,1
18,32,32,32,32,32,32,32
32,32,32,20,32,32,32,32
32,32,32,1,32,32,32,32
18,20,32,32,18,32,18,32
18,18,18,32,18,18,18,18
32,32,32,32,32,32,32,32
2,2,1,2,2,2,2,2
18,18,32,18,32,32,32,1
14,20,14,14,14,14,14,14
9,32,18,1,1,1,1,1
20,20,32,32,32,32,32,20
18,32,18,32,18,18,18,18
32,32,1,2,32,1,32,32
27,27,32,32,32,32,1,32
1,1,32,32,1,1,1,1
17,17,14,14,9,32,9,14
14,18,32,32,32,32,32,32
32,32,14,14,14,14,14,14
20,32,32,32,32,32,32,32
20,18,18,32,32,32,32,18
32,27,32,32,32,32,32,2
