Basic,Basic,-1,3,73.66,71.36
Basic,Disagreement,3,3,65.11,64.55
Basic,Correlation,2,3,71.49,70.45
Basic,Q_Test,2,3,71.49,70.45
Basic,Double_Fault,2,3,62.14,60.45
Basic,Coincident_Failure,4,3,65.11,64.55
Basic,entropy,1,3,65.11,64.55
Basic,Interrater_k,1,3,71.49,70.45
Basic,Kohavi_Wolpert,0,3,65.11,64.55
PerformanceWeighting,Basic,-1,3,74.00,71.36
PerformanceWeighting,Disagreement,3,3,69.10,70.45
PerformanceWeighting,Correlation,2,3,71.95,71.36
PerformanceWeighting,Q_Test,2,3,71.95,71.36
PerformanceWeighting,Double_Fault,2,3,65.34,63.64
PerformanceWeighting,Coincident_Failure,4,3,69.10,70.45
PerformanceWeighting,entropy,1,3,69.10,70.45
PerformanceWeighting,Interrater_k,1,3,71.95,71.36
PerformanceWeighting,Kohavi_Wolpert,0,3,69.10,70.45
